,fz_ptl_ratio,fz_ptl_tok_sort_ratio,fz_ratio,fz_tok_set_ratio,fz_uwratio,pub0_cln,publisher0,ven_cln,vendor_X,match,ven_len,pu0_len
1214,83,100,63,100,90,  hanbit soft,hanbit soft,  soft,b-e-soft,0,8,11
1215,66,100,80,73,90,  hansoft,"hansoft, inc.",  soft,b-e-soft,0,8,13
1216,66,100,80,73,90,  hdrsoft,hdrsoft ltd,  soft,b-e-soft,0,8,11
1217,66,100,75,67,90,  headsoft,headsoft,  soft,b-e-soft,0,8,8
1218,83,100,60,100,90,  helicon soft,helicon soft ltd.,  soft,b-e-soft,0,8,17
1219,66,100,38,29,90,  hothotsoftware installer,hothotsoftware installer!,  soft,b-e-soft,0,8,25
1220,66,100,24,19,60,  http://corz org/windows/software/checksum/,http://corz.org/windows/software/checksum/,  soft,b-e-soft,0,8,42
1221,66,100,40,35,90,  http://www 3lsoft com/,http://www.3lsoft.com/,  soft,b-e-soft,0,8,22
1222,66,100,15,11,60,  http://www nurgo-software com?utm_source=aquasnap&utm_medium=application,http://www.nurgo-software.com?utm_source=aquasnap&utm_medium=application,  soft,b-e-soft,0,8,72
1223,83,100,46,36,90,  illusion softworks,illusion softworks,  soft,b-e-soft,0,8,18
1224,66,100,75,67,90,  ilyesoft,"ilyesoft, inc.",  soft,b-e-soft,0,8,14
1225,83,100,31,23,90,  ingo straub softwareentwicklung,ingo straub softwareentwicklung,  soft,b-e-soft,0,8,31
1226,66,100,67,57,90,  innovasoft,innovasoft limited,  soft,b-e-soft,0,8,18
1227,66,100,39,30,90,  intersoft international,"intersoft international, inc",  soft,b-e-soft,0,8,28
1228,66,100,71,62,90,  intersoft,intersoft solutions,  soft,b-e-soft,0,8,19
1229,83,100,57,47,90,  inv softworks,inv softworks,  soft,b-e-soft,0,8,13
1230,83,100,75,100,90,  ipi soft,ipi soft llc,  soft,b-e-soft,0,8,12
1231,66,100,75,67,90,  ipixsoft,ipixsoft,  soft,b-e-soft,0,8,8
1232,66,100,46,36,90,  iquploadersoftware,iquploadersoftware,  soft,b-e-soft,0,8,18
1233,66,100,75,67,90,  iskysoft,iskysoft software,  soft,b-e-soft,0,8,17
1234,66,100,75,67,90,  iskysoft,"iskysoft software co.,ltd.",  soft,b-e-soft,0,8,26
1235,66,100,75,67,90,  iskysoft,iskysoft studio,  soft,b-e-soft,0,8,15
1236,66,100,67,57,90,  itedgesoft,itedgesoft,  soft,b-e-soft,0,8,10
1237,66,100,75,67,90,  iteksoft,iteksoft corporation,  soft,b-e-soft,0,8,20
1238,66,100,80,73,90,  ivasoft,ivasoft,  soft,b-e-soft,0,8,7
1239,66,100,46,36,90,  ivcsoft anh nguyen,"ivcsoft, anh nguyen",  soft,b-e-soft,0,8,19
1240,66,100,20,14,60,  ivory tower in collaboration with ubisoft reflections,ivory tower in collaboration with ubisoft reflections,  soft,b-e-soft,0,8,53
1241,66,100,80,73,90,  ivosoft,ivosoft,  soft,b-e-soft,0,8,7
1242,66,100,80,73,90,  iwesoft,iwesoft,  soft,b-e-soft,0,8,7
1243,66,100,75,67,90,  japisoft,japisoft,  soft,b-e-soft,0,8,8
1244,66,100,57,47,90,  japisoft sarl,japisoft sarl,  soft,b-e-soft,0,8,13
1245,66,100,67,57,90,  jaspersoft,jaspersoft,  soft,b-e-soft,0,8,10
1246,66,100,67,57,90,  jaspersoft,jaspersoft corp.,  soft,b-e-soft,0,8,16
1247,66,100,71,100,90,  jazz-soft,jazz-soft,  soft,b-e-soft,0,8,9
1248,66,100,75,67,90,  jihosoft,jihosoft studio,  soft,b-e-soft,0,8,15
1249,66,100,80,73,90,  joesoft,joesoft,  soft,b-e-soft,0,8,7
1250,66,100,67,57,90,  jrsoftware,jrsoftware.org,  soft,b-e-soft,0,8,14
1251,66,100,67,57,90,  kastorsoft,kastorsoft,  soft,b-e-soft,0,8,10
1252,83,100,60,50,90,  kc softwares,kc softwares,  soft,b-e-soft,0,8,12
1253,66,100,57,47,90,  kellysoftware,kellysoftware,  soft,b-e-soft,0,8,13
1254,66,100,71,62,90,  kingosoft,kingosoft technology ltd.,  soft,b-e-soft,0,8,25
1255,66,100,75,67,90,  kingsoft,kingsoft,  soft,b-e-soft,0,8,8
1256,66,100,75,67,90,  kingsoft,kingsoft corporation,  soft,b-e-soft,0,8,20
1257,66,100,35,27,90,  kingsoft internet security,kingsoft internet security,  soft,b-e-soft,0,8,26
1258,66,100,71,62,90,  klaimsoft,klaimsoft,  soft,b-e-soft,0,8,9
1259,83,100,63,100,90,  koyote soft,koyote soft,  soft,b-e-soft,0,8,11
1260,66,100,80,73,90,  krksoft,krksoft,  soft,b-e-soft,0,8,7
1261,83,100,92,89,89,  ksoft,ksoft,  soft,b-e-soft,0,8,5
1262,66,100,75,67,90,  kudosoft,kudosoft,  soft,b-e-soft,0,8,8
1263,66,100,80,73,90,  kvisoft,"kvisoft co.,ltd.",  soft,b-e-soft,0,8,16
1264,66,100,71,62,90,  lanapsoft,lanapsoft,  soft,b-e-soft,0,8,9
1265,66,100,75,67,90,  lapisoft,lapisoft inc.,  soft,b-e-soft,0,8,13
1266,66,100,38,29,90,  laurent bugnion galasoft,laurent bugnion (galasoft),  soft,b-e-soft,0,8,26
1267,66,100,75,67,90,  lavasoft,lavasoft,  soft,b-e-soft,0,8,8
1268,66,100,75,67,90,  lazesoft,lazesoft,  soft,b-e-soft,0,8,8
1269,83,100,67,100,90,  leelu soft,leelu soft,  soft,b-e-soft,0,8,10
1270,66,100,75,100,90,  lee-soft,lee-soft.com,  soft,b-e-soft,0,8,12
1271,83,100,63,100,90,  leizer soft,leizer soft,  soft,b-e-soft,0,8,11
1272,66,100,67,57,90,  leizersoft,leizersoft,  soft,b-e-soft,0,8,10
1273,66,100,75,67,90,  letasoft,letasoft llc,  soft,b-e-soft,0,8,12
1274,83,100,57,100,90,  lg soft india,lg soft india,  soft,b-e-soft,0,8,13
1275,83,100,48,100,90,  lg soft india pvt,lg soft india pvt ltd,  soft,b-e-soft,0,8,21
1276,66,100,67,57,90,  lightysoft,lightysoft,  soft,b-e-soft,0,8,10
1277,66,100,71,62,90,  litixsoft,litixsoft gmbh,  soft,b-e-soft,0,8,14
1278,66,100,71,62,90,  loonysoft,loonysoft,  soft,b-e-soft,0,8,9
1279,66,100,75,67,90,  lopesoft,lopesoft,  soft,b-e-soft,0,8,8
1280,66,100,32,24,90,  lopesoft rubén lópez hernández,lopesoft - rubén lópez hernández,  soft,b-e-soft,0,8,35
1281,83,100,92,89,89,  lsoft,lsoft technologies,  soft,b-e-soft,0,8,18
1282,83,100,92,89,89,  lsoft,lsoft technologies inc,  soft,b-e-soft,0,8,22
1283,66,100,63,53,90,  machetesoft,machetesoft,  soft,b-e-soft,0,8,11
1284,66,100,75,67,90,  manusoft,manusoft,  soft,b-e-soft,0,8,8
1285,83,100,38,29,90,  marx softwareentwicklung,marx softwareentwicklung,  soft,b-e-soft,0,8,24
1286,66,100,67,57,90,  masangsoft,"masangsoft, inc.",  soft,b-e-soft,0,8,16
1287,66,100,63,53,90,  maximumsoft,maximumsoft corp.,  soft,b-e-soft,0,8,17
1288,66,100,57,47,90,  mediatechsoft,mediatechsoft inc.,  soft,b-e-soft,0,8,18
1289,66,100,80,73,90,  meesoft,meesoft,  soft,b-e-soft,0,8,7
1290,66,100,75,67,90,  menasoft,menasoft,  soft,b-e-soft,0,8,8
1291,66,100,71,62,90,  microsoft,microsoft,  soft,b-e-soft,0,8,9
1292,66,100,71,62,90,  microsoft,microsoft corp,  soft,b-e-soft,0,8,14
1293,66,100,71,62,90,  microsoft,microsoft corp.,  soft,b-e-soft,0,8,15
1294,66,100,71,62,90,  microsoft,microsoft corporation,  soft,b-e-soft,0,8,21
1295,66,100,40,31,90,  microsoft corporations,microsoft corporations,  soft,b-e-soft,0,8,22
1296,66,100,43,33,90,  microsoft expression,microsoft expression,  soft,b-e-soft,0,8,20
1297,66,100,55,44,90,  microsoft game,microsoft game studios,  soft,b-e-soft,0,8,22
1298,66,100,52,42,90,  microsoft games,microsoft games studios,  soft,b-e-soft,0,8,23
1299,66,100,50,40,90,  microsoft garage,microsoft garage,  soft,b-e-soft,0,8,16
1300,66,100,41,32,90,  microsoft office labs,microsoft office labs,  soft,b-e-soft,0,8,21
1301,66,100,33,25,90,  microsoft patterns practices,microsoft patterns & practices,  soft,b-e-soft,0,8,30
1302,66,100,46,36,90,  microsoft research,microsoft research,  soft,b-e-soft,0,8,18
1303,66,100,46,36,90,  microsoft research,microsoft research ltd,  soft,b-e-soft,0,8,22
1304,66,100,71,62,90,  microsoft,microsoft studios,  soft,b-e-soft,0,8,17
1305,66,100,67,62,90,  microsoft®,microsoft® corporation,  soft,b-e-soft,0,8,23
1306,66,100,80,73,90,  miksoft,miksoft,  soft,b-e-soft,0,8,7
1307,66,100,75,67,90,  mixesoft,mixesoft project,  soft,b-e-soft,0,8,16
1308,66,100,75,67,90,  moffsoft,moffsoft,  soft,b-e-soft,0,8,8
1309,66,100,75,67,90,  molosoft,molosoft llc,  soft,b-e-soft,0,8,12
1310,66,100,67,57,90,  mpsoftware,mpsoftware,  soft,b-e-soft,0,8,10
1311,66,100,60,50,90,  mredsoftware,mredsoftware,  soft,b-e-soft,0,8,12
1312,83,100,50,40,90,  murgee softwares,murgee softwares,  soft,b-e-soft,0,8,16
1313,66,100,67,57,90,  mythicsoft,mythicsoft ltd,  soft,b-e-soft,0,8,14
1314,66,100,63,53,90,  naturalsoft,naturalsoft,  soft,b-e-soft,0,8,11
1315,66,100,63,53,90,  naturalsoft,naturalsoft limited,  soft,b-e-soft,0,8,19
1316,66,100,80,73,90,  nbxsoft,nbxsoft software development,  soft,b-e-soft,0,8,28
1317,66,100,86,80,90,  ncsoft,ncsoft,  soft,b-e-soft,0,8,6
1318,66,100,86,80,90,  ncsoft,"ncsoft corporation, ltd.",  soft,b-e-soft,0,8,24
1319,66,100,48,38,90,  neat image absoft,"neat image team, absoft",  soft,b-e-soft,0,8,23
1320,66,100,48,38,90,  neat video absoft,"neat video team, absoft",  soft,b-e-soft,0,8,23
1321,66,100,57,47,90,  neosoft tools,neosoft tools,  soft,b-e-soft,0,8,13
1322,66,100,80,73,90,  nessoft,"nessoft, llc",  soft,b-e-soft,0,8,12
1323,66,100,67,57,90,  nestersoft,nestersoft inc.,  soft,b-e-soft,0,8,15
1324,83,100,57,47,90,  new softwares,new softwares.net,  soft,b-e-soft,0,8,17
1325,66,100,80,73,90,  newsoft,newsoft technology corporation,  soft,b-e-soft,0,8,30
1326,66,100,71,100,90,  next-soft,next-soft,  soft,b-e-soft,0,8,9
1327,66,100,71,100,90,  next-soft,next-soft+,  soft,b-e-soft,0,8,10
1328,66,100,80,73,90,  nsasoft,nsasoft llc.,  soft,b-e-soft,0,8,12
1329,83,100,63,100,90,  ntreev soft,"ntreev soft co., ltd.",  soft,b-e-soft,0,8,21
1330,66,100,67,57,90,  ntreevsoft,ntreevsoft,  soft,b-e-soft,0,8,10
1331,66,100,86,80,90,  ntsoft,ntsoft,  soft,b-e-soft,0,8,6
1332,66,100,75,67,90,  nullsoft,"nullsoft, inc",  soft,b-e-soft,0,8,13
1333,66,100,86,80,90,  ohsoft,ohsoft,  soft,b-e-soft,0,8,6
1334,66,100,75,67,90,  opoosoft,opoosoft.com inc,  soft,b-e-soft,0,8,16
1335,66,100,80,73,90,  oposoft,oposoft.com inc,  soft,b-e-soft,0,8,15
1336,66,100,60,50,90,  ordinarysoft,ordinarysoft,  soft,b-e-soft,0,8,12
1337,66,100,48,38,90,  passshow-software,passshow-software,  soft,b-e-soft,0,8,17
1338,83,100,19,23,60,  patrick lamaiziere patrick dot softs at lamaiziere dot,patrick lamaiziere patrick (dot) softs (at) lamaiziere (dot) net,  soft,b-e-soft,0,8,64
1339,83,100,80,100,90,  pc soft,pc soft,  soft,b-e-soft,0,8,7
1340,66,100,80,73,90,  pepsoft,pepsoft.org,  soft,b-e-soft,0,8,11
1341,66,100,57,47,90,  performersoft,performersoft llc,  soft,b-e-soft,0,8,17
1342,66,100,75,67,90,  plotsoft,plotsoft llc,  soft,b-e-soft,0,8,12
1343,66,100,71,62,90,  poikosoft,poikosoft,  soft,b-e-soft,0,8,9
1344,66,100,50,40,90,  polaris-software,polaris-software.com,  soft,b-e-soft,0,8,20
1345,66,100,60,50,90,  polestarsoft,polestarsoft.com,  soft,b-e-soft,0,8,16
1346,66,100,75,67,90,  polysoft,polysoft solutions,  soft,b-e-soft,0,8,18
1347,83,100,48,38,90,  postmod softworks,postmod softworks,  soft,b-e-soft,0,8,17
1348,83,100,67,100,90,  power soft,power soft,  soft,b-e-soft,0,8,10
1349,66,100,63,53,90,  premiumsoft,premiumsoft,  soft,b-e-soft,0,8,11
1350,66,100,41,32,90,  premiumsoft cybertech,premiumsoft cybertech ltd.,  soft,b-e-soft,0,8,26
1351,66,100,67,57,90,  prestosoft,prestosoft,  soft,b-e-soft,0,8,10
1352,66,100,67,57,90,  prestosoft,prestosoft llc,  soft,b-e-soft,0,8,14
1353,66,100,71,62,90,  pronosoft,pronosoft,  soft,b-e-soft,0,8,9
1354,66,100,80,73,90,  prvsoft,prvsoft.com,  soft,b-e-soft,0,8,11
1355,83,100,92,89,89,  psoft,psoft,  soft,b-e-soft,0,8,5
1356,66,100,80,100,90,  ps'soft,ps'soft,  soft,b-e-soft,0,8,7
1357,66,100,71,62,90,  puchisoft,"puchisoft, inc.",  soft,b-e-soft,0,8,15
1358,66,100,52,42,90,  puredevsoftware,puredevsoftware,  soft,b-e-soft,0,8,15
1359,66,100,71,62,90,  questsoft,questsoft,  soft,b-e-soft,0,8,9
1360,66,100,60,50,90,  ravensoft id,ravensoft / id software,  soft,b-e-soft,0,8,23
1361,66,100,63,53,90,  rayburnsoft,rayburnsoft,  soft,b-e-soft,0,8,11
1362,66,100,86,80,90,  rbsoft,"rbsoft, inc.",  soft,b-e-soft,0,8,12
1363,66,100,63,53,90,  realsimsoft,realsimsoft,  soft,b-e-soft,0,8,11
1364,83,100,57,100,90,  realtime soft,realtime soft,  soft,b-e-soft,0,8,13
1365,83,100,57,100,90,  realtime soft,realtime soft ltd,  soft,b-e-soft,0,8,17
1366,66,100,80,73,90,  reasoft,reasoft,  soft,b-e-soft,0,8,7
1367,66,100,38,29,90,  redlynx ubisoft shanghai,redlynx and ubisoft shanghai,  soft,b-e-soft,0,8,28
1368,66,100,22,16,60,  redlynx in collaboration with ubisoft shanghai,"redlynx, in collaboration with  ubisoft shanghai",  soft,b-e-soft,0,8,48
1369,66,100,18,15,60,  redlynx in collaboration with ubisoft shanghai ubisoft kiev,"redlynx, in collaboration with  ubisoft shanghai, ubisoft kiev",  soft,b-e-soft,0,8,62
1370,66,100,44,35,90,  reflections ubisoft,"reflections, a ubisoft studio",  soft,b-e-soft,0,8,29
1371,66,100,46,36,90,  re-markit-software,re-markit-software,  soft,b-e-soft,0,8,18
1372,66,100,71,62,90,  rentasoft,rentasoft.com,  soft,b-e-soft,0,8,13
1373,66,100,86,80,90,  resoft,resoft ltd.,  soft,b-e-soft,0,8,11
1374,66,100,44,35,90,  respectsoft company,respectsoft company,  soft,b-e-soft,0,8,19
1375,66,100,63,53,90,  reviversoft,reviversoft llc,  soft,b-e-soft,0,8,15
1376,66,100,67,57,90,  ribbonsoft,ribbonsoft gmbh,  soft,b-e-soft,0,8,15
1377,66,100,75,67,90,  rigzsoft,rigzsoft,  soft,b-e-soft,0,8,8
1378,66,100,75,67,90,  rilisoft,rilisoft,  soft,b-e-soft,0,8,8
1379,66,100,67,100,90,  robot-soft,"robot-soft.com, inc.",  soft,b-e-soft,0,8,20
1380,66,100,75,67,90,  rogosoft,rogosoft corporation,  soft,b-e-soft,0,8,20
1381,66,100,71,62,90,  ronyasoft,ronyasoft,  soft,b-e-soft,0,8,9
1382,66,100,75,67,90,  sakysoft,sakysoft s.r.l.,  soft,b-e-soft,0,8,15
1383,66,100,43,33,90,  sakysoft uninominale,sakysoft s.r.l. uninominale,  soft,b-e-soft,0,8,27
1384,66,100,67,57,90,  sandaysoft,sandaysoft,  soft,b-e-soft,0,8,10
1385,83,100,39,30,90,  satsuki yatoshi's softs,satsuki yatoshi's softs,  soft,b-e-soft,0,8,23
1386,66,100,63,53,90,  sb-software,sb-software,  soft,b-e-soft,0,8,11
1387,66,100,52,42,90,  sc eurosoft srl,sc eurosoft srl,  soft,b-e-soft,0,8,15
1388,83,100,41,32,90,  sc softex company srl,sc softex company srl,  soft,b-e-soft,0,8,21
1389,66,100,75,67,90,  scansoft,scansoft,  soft,b-e-soft,0,8,8
1390,83,100,36,28,90,  second sight software/fta,second sight software/fta,  soft,b-e-soft,0,8,25
1391,83,100,60,50,90,  shedko softq,shedko ( www.softq.org ),  soft,b-e-soft,0,8,24
1392,66,100,60,50,90,  shockingsoft,shockingsoft.com,  soft,b-e-soft,0,8,16
1393,66,100,75,67,90,  shovsoft,shovsoft,  soft,b-e-soft,0,8,8
1394,66,100,67,57,90,  shuangsoft,shuangsoft,  soft,b-e-soft,0,8,10
1395,66,100,55,44,90,  sia syncrosoft,sia syncrosoft,  soft,b-e-soft,0,8,14
1396,66,100,52,42,90,  sillysoft games,sillysoft games,  soft,b-e-soft,0,8,15
1397,83,100,63,100,90,  simlab soft,simlab soft,  soft,b-e-soft,0,8,11
1398,66,100,67,57,90,  sisoftware,sisoftware,  soft,b-e-soft,0,8,10
1399,66,100,75,67,90,  skipsoft,skipsoft,  soft,b-e-soft,0,8,8
1400,66,100,71,62,90,  slavasoft,slavasoft inc.,  soft,b-e-soft,0,8,14
1401,66,100,80,73,90,  slysoft,slysoft,  soft,b-e-soft,0,8,7
1402,66,100,80,73,90,  slysoft,"slysoft, inc.",  soft,b-e-soft,0,8,13
1403,83,100,67,100,90,  smart soft,smart soft,  soft,b-e-soft,0,8,10
1404,66,100,71,62,90,  smartsoft,smartsoft,  soft,b-e-soft,0,8,9
1405,66,100,71,62,90,  smartsoft,smartsoft ltd,  soft,b-e-soft,0,8,13
1406,66,100,71,62,90,  smartsoft,smartsoft ltd.,  soft,b-e-soft,0,8,14
1407,66,100,60,50,90,  smidgeonsoft,smidgeonsoft,  soft,b-e-soft,0,8,12
1408,66,100,71,62,90,  snidesoft,snidesoft,  soft,b-e-soft,0,8,9
1409,66,100,71,62,90,  sobolsoft,sobolsoft,  soft,b-e-soft,0,8,9
1410,66,100,75,67,90,  socusoft,"socusoft co.,ltd",  soft,b-e-soft,0,8,16
1411,100,100,100,100,100,  soft,soft solutions,  soft,b-e-soft,0,8,14
1412,100,100,71,62,90,  softanics,softanics,  soft,b-e-soft,0,8,9
1413,100,100,80,73,90,  softany,"softany software, inc.",  soft,b-e-soft,0,8,22
1414,100,100,71,62,90,  softarium,softarium.com,  soft,b-e-soft,0,8,13
1415,100,100,57,47,90,  softbyte labs,"softbyte labs, inc.",  soft,b-e-soft,0,8,19
1416,100,100,75,67,90,  softcows,softcows.com,  soft,b-e-soft,0,8,12
1417,100,100,57,100,90,  soft-création,soft-création,  soft,b-e-soft,0,8,14
1418,100,100,63,53,90,  softeh plus,softeh plus s.r.l.,  soft,b-e-soft,0,8,18
1419,100,100,80,73,90,  softerg,softerg,  soft,b-e-soft,0,8,7
1420,100,100,75,67,90,  softerra,softerra,  soft,b-e-soft,0,8,8
1421,100,100,75,67,90,  softerra,"softerra, ltd.",  soft,b-e-soft,0,8,14
1422,100,100,86,80,90,  softex,softex inc.,  soft,b-e-soft,0,8,11
1423,100,100,57,47,90,  softinterface,"softinterface, inc.",  soft,b-e-soft,0,8,19
1424,100,100,48,38,90,  softinventive lab,softinventive lab inc.,  soft,b-e-soft,0,8,22
1425,100,100,63,53,90,  softkinetic,softkinetic,  soft,b-e-soft,0,8,11
1426,100,100,33,25,90,  softkinetic international sa,softkinetic international sa,  soft,b-e-soft,0,8,28
1427,100,100,75,67,90,  softland,softland,  soft,b-e-soft,0,8,8
1428,100,100,67,57,90,  softlogica,softlogica,  soft,b-e-soft,0,8,10
1429,100,100,71,62,90,  softmaker,softmaker software gmbh,  soft,b-e-soft,0,8,23
1430,100,100,75,100,90,  soft-net,soft-net.net,  soft,b-e-soft,0,8,12
1431,100,100,75,100,90,  soft-now,soft-now,  soft,b-e-soft,0,8,8
1432,100,100,80,73,90,  softocr,softocr,  soft,b-e-soft,0,8,7
1433,100,100,75,67,90,  softonic,softonic,  soft,b-e-soft,0,8,8
1434,100,100,50,40,90,  softonic english,softonic english,  soft,b-e-soft,0,8,16
1435,100,100,67,57,90,  softorbits,softorbits,  soft,b-e-soft,0,8,10
1436,100,100,71,62,90,  softorino,softorino,  soft,b-e-soft,0,8,9
1437,100,100,63,53,90,  softperfect,softperfect,  soft,b-e-soft,0,8,11
1438,100,100,43,33,90,  softperfect research,softperfect research,  soft,b-e-soft,0,8,20
1439,100,100,63,53,90,  softplicity,"softplicity, inc.",  soft,b-e-soft,0,8,17
1440,100,100,63,53,90,  softpointer,softpointer inc,  soft,b-e-soft,0,8,15
1441,100,100,80,73,90,  softros,"softros systems, inc.",  soft,b-e-soft,0,8,21
1442,100,100,75,67,90,  softstar,softstar,  soft,b-e-soft,0,8,8
1443,100,100,80,73,90,  softube,softube ab,  soft,b-e-soft,0,8,10
1444,100,100,28,21,60,  software- und organisations-service,software- und organisations-service gmbh,  soft,b-e-soft,0,8,40
1445,100,100,63,53,90,  software602,software602 inc.,  soft,b-e-soft,0,8,16
1446,100,100,63,53,90,  softwareamp,softwareamp,  soft,b-e-soft,0,8,11
1447,100,100,52,42,90,  softwarewatcher,softwarewatcher,  soft,b-e-soft,0,8,15
1448,100,100,71,62,90,  softworks,"softworks systems, inc.",  soft,b-e-soft,0,8,23
1449,66,100,71,62,90,  solvusoft,solvusoft corporation,  soft,b-e-soft,0,8,21
1450,66,100,75,67,90,  sonasoft,sonasoft corporation,  soft,b-e-soft,0,8,20
1451,66,100,67,57,90,  sparkosoft,sparkosoft,  soft,b-e-soft,0,8,10
1452,66,100,67,100,90,  speed-soft,speed-soft,  soft,b-e-soft,0,8,10
1453,66,100,80,73,90,  spesoft,spesoft,  soft,b-e-soft,0,8,7
1454,66,100,80,73,90,  spgsoft,spgsoft.com,  soft,b-e-soft,0,8,11
1455,83,100,57,100,90,  stand by soft,stand by soft,  soft,b-e-soft,0,8,13
1456,83,100,57,100,90,  stand by soft,stand by soft ltd,  soft,b-e-soft,0,8,17
1457,66,100,52,42,90,  statsoft france,statsoft france,  soft,b-e-soft,0,8,15
1458,66,100,71,62,90,  staudsoft,staudsoft,  soft,b-e-soft,0,8,9
1459,66,100,46,36,90,  stresssoft company,stresssoft company ltd.,  soft,b-e-soft,0,8,23
1460,66,100,71,62,90,  swordsoft,swordsoft,  soft,b-e-soft,0,8,9
1461,83,100,63,100,90,  syncro soft,syncro soft,  soft,b-e-soft,0,8,11
1462,66,100,60,50,90,  tamasoftware,tamasoftware,  soft,b-e-soft,0,8,12
1463,66,100,71,62,90,  tangysoft,tangysoft ltd.,  soft,b-e-soft,0,8,14
1464,66,100,52,42,90,  tavultesoft pty,tavultesoft pty ltd,  soft,b-e-soft,0,8,19
1465,66,100,80,73,90,  ubisoft,"technology group, ubisoft inc",  soft,b-e-soft,0,8,29
1466,66,100,80,73,90,  tersoft,tersoft,  soft,b-e-soft,0,8,7
1467,66,100,63,53,90,  thewallsoft,thewallsoft,  soft,b-e-soft,0,8,11
1468,66,100,71,62,90,  thunisoft,thunisoft,  soft,b-e-soft,0,8,9
1469,66,100,63,53,90,  tmssoftware,tmssoftware.com,  soft,b-e-soft,0,8,15
1470,66,100,67,57,90,  tomatosoft,tomatosoft,  soft,b-e-soft,0,8,10
1471,66,100,71,62,90,  tonibsoft,tonibsoft,  soft,b-e-soft,0,8,9
1472,66,100,63,53,90,  topviewsoft,"topviewsoft, inc.",  soft,b-e-soft,0,8,17
1473,66,100,75,67,90,  totusoft,totusoft,  soft,b-e-soft,0,8,8
1474,83,100,57,100,90,  towofu's soft,towofu's soft,  soft,b-e-soft,0,8,13
1475,83,100,75,100,90,  ubi soft,ubi soft,  soft,b-e-soft,0,8,8
1476,66,100,80,73,90,  ubisoft,ubisoft,  soft,b-e-soft,0,8,7
1477,66,100,50,40,90,  ubisoft dunia qa,ubisoft - dunia qa team,  soft,b-e-soft,0,8,23
1478,66,100,39,30,90,  ubisoft online services,ubisoft - online services,  soft,b-e-soft,0,8,25
1479,66,100,41,32,90,  ubisoft san francisco,ubisoft - san francisco,  soft,b-e-soft,0,8,23
1480,66,100,50,40,90,  ubisoft shanghaï,ubisoft  shanghaï,  soft,b-e-soft,0,8,18
